,title,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,rotten_tomatoes_link,1_genre_Action & Adventure,1_genre_Animation,1_genre_Art House & International,1_genre_Classics,1_genre_Comedy,1_genre_Cult Movies,1_genre_Documentary,1_genre_Drama,1_genre_Horror,1_genre_Kids & Family,1_genre_Musical & Performing Arts,1_genre_Mystery & Suspense,1_genre_Romance,1_genre_Science Fiction & Fantasy,1_genre_Special Interest,1_genre_Television,1_genre_Western,1_genre_nan,2_genre_Animation,2_genre_Anime & Manga,2_genre_Art House & International,2_genre_Classics,2_genre_Comedy,2_genre_Cult Movies,2_genre_Documentary,2_genre_Drama,2_genre_Faith & Spirituality,2_genre_Gay & Lesbian,2_genre_Horror,2_genre_Kids & Family,2_genre_Musical & Performing Arts,2_genre_Mystery & Suspense,2_genre_Romance,2_genre_Science Fiction & Fantasy,2_genre_Special Interest,2_genre_Sports & Fitness,2_genre_Television,2_genre_Western,2_genre_nan,3_genre_Anime & Manga,3_genre_Art House & International,3_genre_Classics,3_genre_Comedy,3_genre_Cult Movies,3_genre_Documentary,3_genre_Drama,3_genre_Faith & Spirituality,3_genre_Gay & Lesbian,3_genre_Horror,3_genre_Kids & Family,3_genre_Musical & Performing Arts,3_genre_Mystery & Suspense,3_genre_Romance,3_genre_Science Fiction & Fantasy,3_genre_Special Interest,3_genre_Sports & Fitness,3_genre_Television,3_genre_Western,3_genre_nan,top_critic_review_count,review_count
342,Contact,90000000,14.374866,1997,"272,619,739.10",150,7.2,1338,/m/1078021-contact,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,59.0
343,Black Hawk Down,92000000,10.064446,2001,"249,765,408.02",144,7.2,1832,/m/black_hawk_down,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41.0,165.0
344,Interview with the Vampire,60000000,11.970205,1994,"385,904,455.23",123,7.2,1558,/m/interview_with_the_vampire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,40.0
345,Fear and Loathing in Las Vegas,18500000,9.220346000000001,1998,"16,754,271.89",118,7.2,1321,/m/fear_and_loathing_in_las_vegas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,56.0
346,Ocean's Eleven,85000000,12.114932000000001,2001,"650,753,107.03",116,7.2,3857,/m/oceans_eleven,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,169.0
347,First Blood,15000000,14.778884,1982,"331,781,757.02",93,7.2,1523,/m/first_blood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,36.0
348,Grease,6000000,7.8548990000000005,1978,"713,033,450.75",110,7.2,1633,/m/grease,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,64.0
349,The Fugitive,44000000,10.089369999999999,1993,"652,744,164.93",130,7.2,1240,/m/1007962-fugitive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5.0
350,The Fugitive,44000000,10.089369999999999,1993,"652,744,164.93",130,7.2,1240,/m/1046129-fugitive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5.0
351,Close Encounters of the Third Kind,20000000,10.610446000000001,1977,"1,281,827,623.26",135,7.2,1122,/m/close_encounters_of_the_third_kind,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.0,52.0
352,The Emperor's New Groove,100000000,12.297375,2000,"251,434,898.76",78,7.2,1544,/m/emperors_new_groove,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.0,123.0
353,Goldfinger,2500000,13.788839999999999,1964,"1,030,067,340.43",110,7.2,1005,/m/goldfinger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,52.0
354,Who Framed Roger Rabbit,70000000,16.78596,1988,"712,856,061.37",104,7.2,1466,/m/who_framed_roger_rabbit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,48.0
355,The Little Mermaid,40000000,17.496832,1989,"458,404,112.90",83,7.2,1921,/m/the_little_mermaid_1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,56.0
356,Enemy at the Gates,68000000,10.704813,2001,"140,015,992.32",131,7.2,1023,/m/enemy_at_the_gates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,132.0
357,Home Alone,18000000,0.702543,1990,"932,580,500.36",103,7.1,2487,/m/home_alone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,39.0
358,The Social Network,40000000,16.972995,2010,"263,696,123.55",120,7.1,3492,/m/the-social-network,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.0,306.0
359,The Illusionist,40000000,11.494009,2006,"110,238,937.73",110,7.1,1657,/m/illusionist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.0,188.0
360,The Naked Gun: From the Files of Police Squad!,12000000,15.698222,1988,"170,227,848.34",85,7.1,1020,/m/the_naked_gun_from_the_files_of_police_squad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,37.0
361,Tarzan,150000000,12.453452,1999,"687,596,638.66",88,7.1,1715,/m/tarzan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,97.0
362,Tarzan,150000000,12.453452,1999,"687,596,638.66",88,7.1,1715,/m/tarzan_2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.0,97.0
363,Despicable Me,69000000,22.274502,2010,"637,214,699.52",95,7.1,6595,/m/1214097-despicable_me,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,192.0
364,Beetlejuice,15000000,10.627364,1988,"158,492,210.45",92,7.1,1475,/m/beetlejuice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0,45.0
365,Nerve,19000000,14.9837,2016,"90,817,710.53",96,7.1,2262,/m/nerve_2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0,135.0
366,The Intern,35000000,15.651704999999998,2015,"209,916,399.28",121,7.1,1926,/m/the_intern,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0,188.0
367,Back to the Future Part III,40000000,13.043999000000001,1990,"478,390,994.44",118,7.1,2978,/m/back_to_the_future_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0,33.0
368,The Fly,15000000,13.534589000000002,1986,"141,449,598.14",96,7.1,1038,/m/1007600-fly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,28.0
369,The Fly,15000000,13.534589000000002,1986,"141,449,598.14",96,7.1,1038,/m/1007602-fly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,28.0
370,Identity,30000000,17.955897,2003,"125,431,322.58",90,7.1,1090,/m/identity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0,154.0
371,Kick-Ass,28000000,17.26045,2010,"112,771,675.82",117,7.1,4747,/m/1217700-kick_ass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,256.0
372,The Jungle Book,4000000,22.845448,1967,"1,575,874,598.46",78,7.1,1791,/m/1031385-jungle_book,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,32.0
373,The Jungle Book,4000000,22.845448,1967,"1,575,874,598.46",78,7.1,1791,/m/the_jungle_book_2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,32.0
374,The Jungle Book,175000000,17.432758,2016,"1,029,779,118.42",106,6.7,2977,/m/1031385-jungle_book,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,32.0
375,The Jungle Book,175000000,17.432758,2016,"1,029,779,118.42",106,6.7,2977,/m/the_jungle_book_2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,32.0
376,Gangs of New York,100000000,14.922398999999999,2002,"275,417,616.86",167,7.1,1964,/m/gangs_of_new_york,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.0,204.0
377,28 Days Later,5000000,17.656951,2002,"117,573,510.81",113,7.1,1816,/m/28_days_later,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0,222.0
378,Indiana Jones and the Temple of Doom,28000000,15.802306,1984,"819,519,730.51",118,7.1,2841,/m/indiana_jones_and_the_temple_of_doom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,55.0
379,The Aristocats,4000000,9.834047,1970,"366,911,423.06",78,7.1,1287,/m/aristocats,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,26.0
380,The Equalizer,55000000,17.618057,2014,"207,769,200.28",132,7.1,2997,/m/the_equalizer_2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0,196.0
381,Perfume: The Story of a Murderer,50000000,10.297303999999999,2006,"167,651,332.30",147,7.1,1198,/m/perfume_the_story_of_a_murderer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0,116.0
382,Dirty Dancing,6000000,14.044122,1987,"481,585,456.53",100,7.1,1371,/m/dirty_dancing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,52.0
383,Dirty Dancing,6000000,14.044122,1987,"481,585,456.53",100,7.1,1371,/m/dirty_dancing_2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,52.0
384,Star Wars: Episode III - Revenge of the Sith,113000000,13.165420999999998,2005,"1,112,877,624.17",140,7.1,4200,/m/star_wars_episode_iii_revenge_of_the_sith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0,287.0
385,Minority Report,102000000,20.666063,2002,"509,371,635.23",145,7.1,2663,/m/minority_report,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.0,247.0
386,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,/m/1006234-dracula,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,37.0
387,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,/m/1006235-dracula,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,37.0
388,Dracula,40000000,16.777675,1992,"393,414,756.55",128,7.1,1087,/m/1006236-dracula,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,37.0
389,RoboCop,13000000,13.485582999999998,1987,"119,296,654.93",102,7.1,1494,/m/1017712-robocop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,51.0
390,RoboCop,13000000,13.485582999999998,1987,"119,296,654.93",102,7.1,1494,/m/1200731-robocop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,51.0
391,RoboCop,120000000,10.246549,2014,"262,169,701.52",102,5.7,2385,/m/1017712-robocop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.0,51.0
392,RoboCop,120000000,10.246549,2014,"262,169,701.52",102,5.7,2385,/m/1200731-robocop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,51.0
393,Captain America: Civil War,250000000,145.882135,2016,"1,228,749,830.71",147,7.1,7462,/m/captain_america_civil_war,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,396.0
394,X-Men: First Class,160000000,0.738633,2011,"402,052,861.30",132,7.1,5252,/m/x_men_first_class,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.0,286.0
395,Fast Five,125000000,1.420361,2011,"711,887,076.47",130,7.1,2491,/m/fast_five,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.0,193.0
396,Eyes Wide Shut,65000000,13.268483999999999,1999,"248,779,843.25",159,7.1,1266,/m/eyes_wide_shut,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,147.0
397,Total Recall,65000000,12.954444,1990,"511,239,421.57",113,7.1,1745,/m/total_recall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0,58.0
398,Total Recall,65000000,12.954444,1990,"511,239,421.57",113,7.1,1745,/m/total_recall_2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,58.0
399,Total Recall,125000000,16.42635,2012,"221,401,090.25",121,5.8,2540,/m/total_recall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0,58.0
400,Total Recall,125000000,16.42635,2012,"221,401,090.25",121,5.8,2540,/m/total_recall_2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,58.0
401,Source Code,32000000,9.796961999999999,2011,"167,509,873.82",93,7.1,2752,/m/source_code,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.0,256.0
402,Argo,44500000,14.238234,2012,"258,733,795.86",120,7.1,3473,/m/argo_2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0,340.0
403,The Hobbit: The Battle of the Five Armies,250000000,31.718977000000002,2014,"1,032,759,863.93",144,7.1,4884,/m/the_hobbit_the_battle_of_the_five_armies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.0,250.0
404,The Terminal,60000000,14.092373,2004,"297,008,957.67",128,7.1,1974,/m/1133499-1133499-terminal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,193.0
405,Lilo & Stitch,80000000,18.469238,2002,"207,191,659.00",85,7.1,1371,/m/lilo_and_stitch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,143.0
406,Airplane!,3500000,13.063203,1980,"258,969,295.17",88,7.1,1104,/m/airplane,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,48.0
407,Limitless,27000000,12.114955,2011,"184,014,698.28",105,7.1,3888,/m/limitless,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.0,196.0
408,Rise of the Guardians,145000000,10.943775,2012,"341,833,558.45",97,7.1,1981,/m/rise_of_the_guardians_2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.0,157.0
409,Ice Age,59000000,17.328902,2002,"544,740,687.47",81,7.1,3954,/m/ice_age,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0,156.0
410,Doctor Strange,165000000,43.847654,2016,"722,052,473.34",115,7.1,5880,/m/doctor_strange_2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0,355.0
411,Sweeney Todd: The Demon Barber of Fleet Street,50000000,10.038401,2007,"187,488,663.77",116,7.0,1745,/m/sweeney_todd_the_demon_barber_of_fleet_street_2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0,221.0
412,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7.0,1557,/m/1029112-alice_in_wonderland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,26.0
413,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7.0,1557,/m/1046873-alice_in_wonderland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,26.0
414,Alice in Wonderland,3000000,16.488937,1951,"5,625,400,000.00",75,7.0,1557,/m/1221547-alice_in_wonderland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,26.0
